Recency,Frequency,Monetary,Interpurchase_Time
619,1,349.39,0
436,2,78.3,70
3,5,1197.48,90
15,25,8631.810000000001,28
14,13,1874.19,55
10,11,2113.61,22
29,4,1300.14,97
9,21,4933.0599999999995,34
24,4,789.69,165
25,8,1511.33,83
43,3,493.58,133
733,1,78.85000000000001,0
410,1,197.14,0
2,5,1555.8899999999999,49
6,3,600.6600000000001,40
379,1,108.07,0
147,3,481.4699999999999,113
10,11,1770.5000000000002,65
590,1,313.65,0
25,4,1095.3,127
655,1,114.05,0
274,3,360.59000000000003,90
413,1,183.22999999999996,0
374,3,571.19,83
1,8,1769.07,34
47,3,372.46999999999997,55
8,19,5259.469999999999,38
16,15,11757.51,25
426,4,1002.7200000000001,31
4,56,11260.95,13
485,2,324.2,0
4,4,2934.9100000000003,99
43,9,1714.05,76
4,25,7376.789999999999,29
197,11,3930.66,41
12,7,1630.6399999999999,57
435,1,560.1999999999999,0
593,1,50.48,0
16,14,2219.25,39
113,12,2436.6600000000003,43
406,4,310.19999999999993,4
249,1,289.45000000000005,0
29,10,2593.3199999999997,61
480,1,256.0,0
736,1,107.68,0
684,2,126.45000000000002,20
44,1,187.59,0
87,2,861.22,186
45,6,1519.58,107
10,25,9492.130000000001,29
15,3,2358.9900000000002,136
75,1,410.50000000000006,0
145,7,2450.04,66
5,3,1493.07,76
297,1,89.2,0
59,3,440.57000000000005,128
264,2,408.64000000000004,181
47,1,209.39999999999998,0
29,3,238.6,49
8,11,6113.35,49
474,1,355.61,0
17,2,192.60000000000002,54
3,17,14736.699999999999,42
232,8,3425.6400000000003,52
621,2,594.6199999999998,57
112,1,134.01,0
593,1,135.3,0
529,1,222.85000000000002,0
58,3,946.3799999999998,104
51,15,3028.8599999999997,26
404,1,267.87,0
127,2,721.06,90
281,3,270.04999999999995,14
55,2,430.88,12
320,1,143.85000000000002,0
659,1,290.81000000000006,0
26,3,408.39,121
10,2,60.81,2
550,1,90.96000000000001,0
471,1,110.64999999999999,0
7,3,1102.83,196
29,1,190.53,0
17,10,2327.87,71
607,1,301.83000000000004,0
64,1,6.2,0
21,2,625.9,256
3,10,1571.8000000000002,48
166,1,124.25,0
1,27,9871.64,26
507,1,289.81,0
53,8,724.3100000000001,74
51,2,285.97999999999996,343
48,17,6363.500000000001,22
61,1,188.34,0
438,2,15.0,0
162,3,621.0,43
9,1,322.32,0
15,7,1017.8399999999999,86
75,2,249.48000000000002,181
391,2,487.74,129
40,8,2048.2799999999997,16
621,2,666.72,0
41,13,2328.98,29
387,1,165.25000000000003,0
599,1,175.6,0
370,4,820.81,60
581,1,151.31,0
37,2,755.31,15
197,1,34.4,0
200,7,3503.2,61
74,6,995.5600000000001,95
64,4,396.50999999999993,163
21,9,1131.43,72
367,7,1145.18,44
485,1,155.70000000000002,0
180,3,299.68,4
10,10,3834.51,62
4,24,4478.14,25
582,2,373.2,56
197,13,4106.619999999999,41
29,7,1430.39,58
53,1,188.13,0
680,3,1544.8199999999997,19
630,1,7.5,0
499,1,94.8,0
18,7,2028.61,55
529,2,89.1,44
10,3,102.44999999999999,6
90,9,3403.7199999999993,66
423,2,765.87,156
418,3,819.7600000000001,95
268,2,357.81,135
53,14,6754.98,48
44,4,2493.19,66
437,1,211.8,0
64,10,5165.5599999999995,54
600,1,6.75,0
427,1,342.45000000000005,0
149,3,1261.6999999999998,138
405,1,268.11,0
22,43,14333.25,15
312,7,1627.71,36
23,3,784.1700000000001,202
58,18,5698.47,32
24,5,1035.0,116
78,11,3868.75,55
119,7,5028.839999999999,70
36,3,1120.2499999999998,6
60,7,3505.0609999999997,82
506,1,180.75,0
13,5,1513.64,108
19,1,157.27,0
52,10,1332.5499999999995,67
26,2,810.15,61
29,1,266.76,0
7,4,70.89,182
11,19,8120.66,24
186,16,2588.71,34
3,12,4057.21,34
9,6,2700.66,119
262,6,1724.1000000000001,70
3,9,1200.52,81
484,3,802.1099999999999,49
210,2,796.18,211
535,1,91.5,0
108,3,2182.42,111
521,2,251.79999999999998,20
418,2,415.49999999999994,112
13,25,3687.9399999999996,25
685,1,182.06,0
77,3,660.09,70
20,1,236.59,0
27,14,2576.66,42
19,6,749.6199999999999,32
669,1,120.60000000000001,0
132,3,1113.6000000000001,111
253,1,354.99999999999994,0
79,1,261.09,0
207,1,369.2,0
336,1,135.9,0
254,3,806.12,135
148,4,1074.72,72
691,1,197.45,0
10,3,1743.7600000000002,202
85,3,1436.1100000000001,217
8,38,21945.0,18
205,8,1784.8000000000002,66
8,8,2879.41,89
23,14,2935.92,50
395,1,1200.3400000000001,0
522,1,7.829999999999999,0
11,12,1769.24,40
26,3,1008.07,175
21,5,2666.48,51
2,4,1363.33,106
158,8,1857.29,72
445,1,7.5,0
3,16,5336.98,37
74,2,348.15,194
437,3,1345.43,75
3,4,419.6500000000001,12
1,398,232375.5,1
17,6,1275.9499999999998,110
36,8,3810.8900000000003,56
91,11,1764.25,58
71,8,2466.52,68
597,2,822.8000000000002,0
116,9,5171.73,55
539,1,359.34999999999997,0
213,3,1545.98,117
30,2,1300.8600000000001,85
394,2,806.4400000000002,57
51,1,719.45,0
246,3,712.4,131
382,2,159.3,108
397,1,308.2,0
628,1,223.91000000000003,0
32,2,811.37,194
109,6,4634.08,82
5,5,873.38,47
366,2,531.78,10
444,4,318.6,0
82,5,3120.7400000000002,71
297,2,1188.0,161
34,12,11208.769999999999,45
57,3,1418.3300000000002,24
562,2,1771.6,0
418,2,525.64,157
579,1,169.34999999999997,0
402,4,595.9700000000001,82
663,1,107.62,0
30,19,8896.899999999998,33
414,1,179.39999999999998,0
14,1,100.9,0
72,6,918.2399999999999,92
23,6,1069.52,32
469,4,509.13000000000005,63
19,1,348.49999999999994,0
79,1,289.85,0
60,32,13893.28,21
25,4,924.1,102
12,2,417.66999999999996,345
733,1,161.32,0
421,1,57.24,0
253,2,243.59,195
147,6,801.3899999999999,98
64,4,685.1700000000001,58
8,2,211.28,81
11,22,14792.25,32
271,4,339.96000000000004,78
10,12,2896.41,42
247,1,125.37000000000002,0
96,2,559.1400000000001,0
15,6,957.71,118
50,6,1372.46,114
30,2,467.39,214
704,1,674.32,0
68,12,4693.2,49
35,3,1018.3700000000001,2
128,2,128.76999999999998,126
107,3,577.9000000000001,39
37,1,87.49000000000001,0
57,2,370.84,181
57,7,737.5600000000002,38
726,1,31.929999999999996,0
72,10,2917.4900000000002,51
735,1,420.66,0
737,1,143.79999999999998,0
246,2,372.92,88
572,1,229.98000000000002,0
689,1,177.95000000000005,0
19,6,849.71,113
198,2,281.37,79
376,2,547.5,153
16,8,845.95,90
212,7,1979.6399999999999,55
662,1,322.1,0
612,2,251.57,59
430,1,289.37,0
442,1,208.5,0
564,1,36.129999999999995,0
382,5,913.07,48
39,2,225.93,120
481,2,423.30000000000007,0
46,4,601.3400000000001,152
170,4,680.33,108
593,1,124.23,0
48,1,481.37000000000006,0
394,2,170.70999999999998,0
116,9,4012.6500000000005,64
473,6,984.0999999999999,34
147,1,1096.48,0
16,56,13328.41,12
51,2,716.53,201
159,1,154.46000000000004,0
480,2,97.20000000000003,78
12,3,1226.7799999999997,4
36,1,300.69,0
396,2,398.75,10
54,3,606.9699999999999,174
488,10,1510.0500000000002,18
43,2,219.72,66
501,13,2185.33,17
173,5,595.79,74
34,1,123.13000000000001,0
39,3,395.36,109
267,1,248.36,0
379,1,198.02,0
9,12,2415.79,40
12,5,1064.56,133
3,20,10496.75,33
10,16,3437.35,25
33,2,937.24,267
80,5,1022.3499999999999,73
31,10,2032.57,59
8,6,933.65,64
620,1,294.54,0
72,8,1283.08,71
4,14,2908.0299999999997,51
256,8,2861.0000000000014,59
5,10,2465.71,32
16,14,7139.82,40
90,1,238.36,0
72,3,404.13999999999993,35
376,2,391.15,0
59,9,1073.23,40
10,93,34275.77,7
542,1,7.49,0
170,2,283.45000000000005,137
199,2,201.60000000000002,198
31,6,1565.4099999999999,83
19,35,15023.630000000001,20
152,2,600.06,52
9,25,5941.5599999999995,27
270,1,337.53,0
65,4,371.3,75
274,1,85.68,0
25,5,3401.23,91
23,9,3457.33,79
319,1,142.82999999999998,0
5,3,619.2199999999999,92
12,2,300.45000000000005,14
475,3,513.47,82
520,1,111.19999999999999,0
275,5,2831.6500000000005,91
25,16,3246.9300000000003,39
41,19,3331.43,36
8,4,283.75000000000006,0
4,127,47524.53999999999,5
71,8,2513.8700000000003,67
213,1,220.2,0
410,4,1131.04,76
38,5,2834.58,74
53,1,851.7900000000001,0
78,5,3323.8999999999996,105
46,4,1113.33,143
179,1,1065.48,0
373,3,690.8000000000001,117
94,4,1353.91,119
479,1,186.89,0
10,8,2663.9199999999996,84
105,3,1448.1599999999999,120
78,1,674.47,0
173,3,1378.84,116
495,2,1677.48,117
7,53,16960.85,13
213,11,2840.8700000000003,47
428,2,546.25,37
22,12,1679.4700000000003,42
669,1,93.35,0
257,1,77.69999999999999,0
380,2,680.2800000000002,133
730,1,347.53999999999996,0
565,2,218.52999999999997,30
282,1,240.57999999999998,0
21,2,1050.52,22
10,6,2254.37,19
308,1,370.67,0
68,3,1027.86,202
215,3,737.56,82
18,23,9632.5,31
463,2,83.0,90
104,10,2606.2000000000003,58
43,1,214.39,0
4,3,635.0500000000001,192
182,3,343.65,0
84,1,335.63,0
334,7,1394.7,52
9,6,1149.9,96
531,2,534.3,8
31,2,603.4599999999999,27
197,2,860.33,42
18,9,2922.62,67
18,5,1375.3399999999997,50
311,9,707.8000000000001,15
142,4,1178.55,21
246,3,910.5,163
24,6,1167.95,76
29,5,2366.4199999999996,112
611,1,188.55,0
10,3,2758.06,14
30,12,3298.13,32
18,2,505.54999999999995,357
18,4,1245.1999999999998,46
15,8,1962.5100000000002,77
134,1,4.590000000000001,0
246,1,207.79999999999998,0
134,1,299.92999999999995,0
50,2,429.07000000000005,119
114,11,4354.120000000001,45
7,5,4072.5,125
23,4,405.4799999999999,157
25,24,10473.31,24
537,2,430.59000000000003,75
66,2,652.8,227
60,5,1710.43,73
50,23,5531.83,24
170,1,330.11000000000007,0
395,1,76.77,0
18,5,891.3199999999999,48
128,5,1555.27,78
15,10,1559.7799999999997,40
239,2,294.43,158
3,4,1273.65,23
521,2,745.8100000000001,79
394,1,456.29,0
240,2,174.97,48
52,8,2836.8999999999996,48
458,7,1312.56,23
46,6,2499.13,75
226,2,533.18,103
8,29,11578.65,24
4,4,1126.7800000000002,61
165,2,1238.8600000000001,63
240,1,564.55,0
11,1,301.29,0
134,5,1224.06,103
17,13,8661.22,40
423,2,1397.56,43
10,14,5062.68,49
31,1,292.34999999999997,0
75,3,1257.4700000000003,134
383,1,364.56999999999994,0
1,3,897.39,10
4,5,2228.29,145
45,2,378.9,178
2,34,20247.010000000002,12
357,4,560.9200000000001,15
388,1,119.91999999999999,0
731,1,290.4,0
18,2,301.5999999999999,86
69,9,1994.0100000000002,69
373,1,460.2,0
468,1,161.90999999999997,0
321,5,1431.91,70
26,1,103.86000000000001,0
382,2,539.9699999999999,172
407,1,81.15,0
331,1,508.94999999999993,0
9,5,1529.8200000000002,45
381,7,1459.02,33
323,2,471.90000000000003,43
72,1,219.25000000000003,0
668,1,921.14,0
426,1,732.1700000000001,0
260,1,40.5,0
18,13,6445.64,55
367,3,797.19,73
66,5,862.9499999999999,132
154,11,2789.4420000000005,45
548,3,624.6300000000001,12
29,4,639.42,173
70,1,196.23000000000005,0
14,5,1258.7499999999998,136
2,16,3869.629999999999,13
725,1,291.83,0
1,46,11601.85,11
434,1,749.97,0
463,3,579.75,75
120,5,1557.34,112
61,1,457.28000000000003,0
3,28,10261.619999999999,26
3,1,74.25,0
433,2,313.70000000000005,146
11,6,1322.4800000000002,119
92,5,518.0999999999999,119
59,10,2408.4,51
495,1,536.3499999999999,0
87,7,1738.6400000000003,74
420,3,22.5,0
26,15,4357.92,47
357,1,263.13,0
85,2,574.08,21
10,4,420.3,66
416,3,595.72,43
1,6,894.5699999999999,70
730,1,176.07999999999998,0
225,3,923.9399999999999,116
60,2,813.41,152
241,2,188.68,67
319,2,328.35,5
2,8,1608.2,30
47,7,2216.9300000000003,80
88,2,457.99,265
563,1,425.34000000000003,0
11,22,8811.91,30
176,2,620.2,236
52,6,1689.1199999999997,38
366,4,1545.7,67
319,11,2464.59,36
226,5,1285.25,101
358,5,816.8100000000001,66
234,1,404.70000000000016,0
311,1,143.91,0
37,9,2276.4300000000003,66
66,6,4972.33,72
586,1,160.50000000000003,0
239,2,429.6,0
621,1,241.43999999999994,0
113,2,575.4099999999999,13
401,1,59.400000000000006,0
277,1,193.01000000000005,0
218,16,2715.96,10
299,1,321.04999999999995,0
2,4,1377.5100000000002,56
29,3,851.4200000000001,51
10,2,772.5,34
45,12,4000.69,57
67,11,2831.6,53
422,1,173.49,0
74,2,906.1100000000001,180
65,3,823.4300000000001,200
134,8,3555.42,57
238,3,764.4,105
122,3,768.9399999999999,138
411,3,1831.31,40
32,18,9092.75,32
641,1,60.0,0
9,21,11790.96,31
36,5,2014.5700000000002,115
16,8,2001.8899999999999,71
127,3,1024.4899999999998,144
67,9,3419.7599999999993,74
149,2,170.39999999999998,206
283,2,208.95,65
169,2,566.7600000000001,24
513,4,832.87,42
100,25,7952.59,25
135,4,1463.45,74
324,3,411.57000000000005,54
107,1,154.50999999999996,0
64,2,840.05,233
151,4,3239.0899999999997,146
338,5,754.76,72
22,5,545.13,32
479,3,614.1,42
24,3,916.4099999999999,122
16,21,6053.45,33
7,24,4341.68,20
57,6,1728.3,100
600,1,28.62,0
4,2,689.6,7
38,1,573.1899999999999,0
66,4,599.8499999999999,92
47,2,470.24999999999994,189
562,4,472.01,25
355,5,1471.94,64
172,3,358.84999999999997,133
59,16,7989.33,23
570,1,346.64000000000004,0
390,3,129.43,42
500,1,24.75,0
408,1,91.14,0
50,1,240.55,0
22,5,666.4500000000002,143
43,10,3414.4800000000005,62
29,5,1386.69,118
5,26,8559.01,24
26,40,10420.580000000002,17
201,1,156.69,0
666,1,247.50000000000003,0
411,1,229.55000000000004,0
654,1,207.04,0
51,12,9432.64,53
10,3,639.94,17
2,23,7887.9800000000005,31
67,10,865.29,62
64,1,484.43999999999994,0
51,17,6113.24,23
730,1,294.2,0
290,3,1131.63,131
61,9,572.6,40
555,1,92.7,0
64,9,2657.8500000000004,66
96,1,186.70000000000002,0
274,1,286.08,0
611,4,782.9100000000001,31
479,1,1294.4599999999998,0
1,208,69707.91,3
75,12,2878.6400000000003,54
110,1,52.0,0
199,3,753.26,76
64,2,524.0899999999999,25
327,1,44.55,0
677,1,129.75,0
4,1,305.69000000000005,0
284,1,190.0,0
44,1,204.36,0
71,12,6333.5,50
86,2,1259.96,195
563,3,426.25,33
701,1,140.22000000000003,0
104,8,1578.66,69
334,5,1644.0100000000002,80
53,1,177.60000000000002,0
408,1,103.97,0
39,11,2730.1800000000003,62
32,2,193.11,14
500,3,697.2200000000001,36
366,6,4698.879999999999,24
208,1,682.6899999999999,0
157,3,348.37,5
54,1,169.22,0
402,1,230.0,0
411,1,352.72,0
677,1,272.22999999999996,0
66,7,1657.8200000000004,86
562,1,105.50000000000001,0
81,2,1619.52,184
130,1,398.64,0
87,1,318.7,0
1,3,450.29,24
46,1,320.39,0
333,3,593.22,32
366,4,949.0000000000001,17
72,1,158.04,0
158,2,432.9099999999999,14
373,2,547.6,4
12,10,3314.83,42
549,1,98.2,0
255,7,2624.4700000000003,69
603,3,22.5,0
29,2,271.80000000000007,11
31,13,3228.9,30
5,42,15688.03,17
663,8,181.35,3
40,1,427.92999999999995,0
362,4,422.82000000000005,45
449,2,582.15,145
373,2,672.31,60
96,2,809.2400000000001,79
26,13,4415.280000000001,49
75,7,2160.77,82
57,11,4946.21,61
21,2,270.48,186
492,11,2925.2299999999996,21
41,8,3357.6600000000003,46
662,1,59.400000000000006,0
137,8,2188.92,65
8,17,2686.1400000000003,34
129,2,210.95999999999998,247
690,1,54.87,0
40,3,1178.51,60
383,4,1117.5,8
463,2,246.5,19
169,8,4700.029999999999,28
9,11,2350.26,66
214,5,1018.56,73
15,12,13221.88,60
170,4,1964.2100000000003,105
40,3,559.04,212
186,1,388.28999999999996,0
492,1,465.74999999999994,0
270,1,140.54,0
172,5,157.68,101
396,2,1216.6600000000003,6
584,1,228.02,0
5,7,2646.19,60
16,5,865.29,141
10,11,4970.630000000001,64
326,1,104.55000000000001,0
113,2,460.17999999999995,235
290,1,94.0,0
16,2,1328.63,31
1,3,790.03,25
92,8,1032.6000000000001,58
452,2,198.74999999999997,58
149,6,1567.14,73
492,2,87.09,119
376,1,232.18,0
189,2,556.5,193
31,4,943.58,105
34,4,805.29,67
264,1,226.97999999999996,0
721,1,130.95,0
84,10,4254.9800000000005,51
26,4,1292.1100000000001,39
171,1,158.63000000000002,0
692,5,2131.59,9
10,3,742.32,77
313,1,526.5299999999999,0
65,7,4272.57,87
85,1,508.80000000000007,0
425,2,444.17,80
25,1,105.8,0
434,6,720.96,50
59,10,3729.09,67
323,7,1485.75,49
38,3,213.20999999999995,194
254,3,534.78,69
400,4,1810.21,65
19,9,2077.8999999999996,63
33,3,1378.52,4
15,4,707.3600000000001,176
27,2,377.06000000000006,24
468,2,885.7499999999999,30
503,1,109.08,0
23,2,289.26,259
214,2,533.3,26
8,11,2475.5299999999997,61
22,1,139.94000000000003,0
12,3,1046.15,73
262,2,391.09999999999997,189
131,1,152.13,0
405,4,1222.1999999999998,62
55,3,374.68,51
396,3,1198.2400000000002,111
249,1,267.3,0
2,14,4924.9400000000005,45
9,2,1381.3100000000002,15
264,2,248.45,163
377,3,398.29999999999995,116
331,5,467.63,58
313,2,749.3199999999999,180
26,3,947.15,78
30,1,418.94,0
434,2,213.35999999999999,82
30,6,1756.85,80
2,7,1332.62,26
362,2,291.74,128
598,1,22.5,0
283,10,1813.65,44
262,1,232.17,0
25,2,362.25,188
417,2,167.13,40
354,1,204.66,0
461,2,102.33,85
94,4,704.4000000000001,87
29,1,124.42999999999999,0
338,1,885.75,0
20,32,8920.150000000001,22
85,4,1542.96,162
9,3,507.43000000000006,47
51,3,1244.68,113
50,3,758.5,129
576,1,31.080000000000002,0
2,3,1150.06,182
113,1,365.1600000000001,0
14,8,998.2500000000001,53
596,1,139.85000000000002,0
77,1,436.30999999999995,0
380,4,1950.1399999999999,15
650,1,86.39999999999999,0
40,3,1737.11,178
733,1,147.4,0
116,5,3250.9500000000003,111
401,1,1349.3699999999994,0
16,19,8409.7,37
161,10,802.6700000000001,52
1,6,4113.59,122
30,7,4206.83,101
527,1,68.85,0
680,1,231.32000000000002,0
93,5,273.63,98
23,8,2291.04,83
430,1,210.4,0
95,6,2838.59,23
28,2,617.5699999999999,23
33,9,3790.0,69
21,5,3409.28,141
379,1,241.6,0
631,1,135.64000000000001,0
18,9,7716.79,78
3,44,23423.67,16
724,1,157.3,0
8,4,1017.3100000000001,18
405,2,382.00000000000006,5
16,14,7255.04,38
363,2,253.84999999999997,181
81,4,392.0,146
53,5,2791.47,20
23,6,1906.5300000000002,75
172,1,446.76,0
189,6,931.21,7
380,1,139.36,0
331,1,15.0,0
12,5,808.4300000000001,14
156,4,284.97999999999996,130
33,35,21754.79,18
12,18,4779.529999999999,40
387,1,136.74,0
45,3,61.43000000000001,0
233,1,259.89,0
64,15,4003.6000000000004,43
383,2,344.61,31
2,1,325.83000000000004,0
40,16,5932.790000000001,41
33,2,360.4,27
84,16,7471.289999999999,40
25,2,135.0,291
2,4,844.3199999999999,95
33,2,114.14,0
19,23,5076.040000000001,30
254,1,207.58,0
23,12,4687.18,30
22,5,1676.81,98
8,2,1892.7299999999998,11
25,10,3478.04,52
19,3,713.97,23
726,1,161.8,0
173,6,943.97,45
409,1,251.44,0
163,1,101.02000000000001,0
538,6,965.8499999999999,20
7,1,512.21,0
11,2,441.24,182
114,1,85.13,0
512,3,806.6600000000001,75
288,2,229.31,85
9,20,7642.290000000001,33
54,2,281.87,158
607,2,1079.1,0
7,26,9267.150000000001,27
596,1,128.74,0
77,8,2171.76,77
4,12,1977.7500000000002,61
37,7,1618.4,73
217,2,238.87,202
60,1,420.13,0
278,1,205.39999999999998,0
12,36,10478.990000000002,20
24,1,257.62,0
29,1,385.01,0
639,1,179.82999999999998,0
568,1,1086.3999999999999,0
398,2,153.51999999999998,0
12,8,1640.36,81
352,3,443.55000000000007,124
22,7,2680.8500000000004,94
463,2,70.74000000000001,106
50,2,168.66000000000003,10
393,2,221.20000000000002,165
19,1,101.76000000000002,0
3,3,739.3899999999999,23
104,10,1652.02,54
7,25,8032.77,24
12,14,3499.42,51
5,10,3573.82,59
32,5,1079.77,139
178,6,977.1,47
620,1,30.1,0
38,1,726.0600000000001,0
151,5,374.37999999999994,115
162,1,126.64999999999998,0
69,5,1181.13,72
377,8,1318.09,36
121,38,4308.13,16
25,3,678.01,65
376,1,94.96000000000002,0
24,6,1189.3000000000002,107
177,1,454.4,0
593,3,858.03,36
50,7,969.3900000000001,63
678,1,552.0,0
256,3,458.73,18
382,5,1471.55,44
583,3,215.20000000000002,30
47,1,356.24,0
71,1,199.8,0
16,5,1759.17,43
488,1,229.5,0
101,9,2614.37,44
35,2,563.37,270
53,2,543.5699999999999,187
27,3,1219.4099999999999,139
428,4,1159.28,41
11,30,13590.920000000002,24
8,16,2737.6100000000006,45
79,2,67.27,284
52,1,216.39,0
36,9,1665.8,73
61,17,5060.119999999999,34
337,9,1625.47,40
28,5,1667.62,77
184,1,283.78,0
52,1,112.46,0
10,26,2385.8999999999996,25
36,2,187.65,12
610,1,341.83,0
438,4,2367.36,47
10,47,20205.54,15
438,1,271.26000000000005,0
396,3,797.4000000000002,37
33,4,769.9510000000001,25
11,1,228.75,0
57,4,1843.0100000000002,88
4,4,743.9,4
43,17,7407.39,35
141,8,2276.9000000000005,73
117,4,559.26,34
104,9,2989.08,48
75,3,1028.83,115
457,2,531.41,32
5,17,5221.93,42
450,4,1869.35,20
45,3,1410.3500000000001,199
642,1,574.9600000000002,0
16,8,3179.4700000000003,32
509,13,3884.1400000000003,17
17,2,553.75,183
396,1,37.5,0
90,4,1418.4300000000003,119
53,5,691.2800000000001,134
379,6,1375.98,38
134,3,988.98,157
4,29,19772.760000000002,24
105,12,5062.65,52
730,1,67.5,0
192,3,576.45,30
166,4,799.5899999999999,23
19,3,1014.3199999999999,135
158,5,746.2400000000001,50
415,1,169.0,0
204,2,594.35,31
336,4,875.15,12
522,2,533.8299999999999,53
37,5,1190.94,111
91,5,1161.49,78
93,2,86.88,11
9,2,745.08,8
243,1,540.57,0
45,4,711.9,59
23,1,30.0,0
190,8,1930.0200000000002,68
44,3,502.34000000000003,203
25,15,2507.63,43
317,8,880.89,32
661,2,279.28000000000003,38
106,1,134.63,0
51,4,1224.0300000000004,149
168,5,3779.2200000000003,93
472,2,616.97,11
40,1,301.32000000000005,0
218,1,28.62,0
40,4,593.66,55
297,2,319.05,129
19,7,1776.0299999999995,36
725,1,40.050000000000004,0
88,9,5851.18,63
73,13,6235.499999999999,50
81,4,484.90999999999997,80
19,3,3230.89,88
49,3,1231.2800000000002,138
53,3,1738.05,156
24,4,754.43,39
9,10,3780.5400000000004,72
25,14,2861.1600000000003,38
599,2,318.23999999999995,44
117,2,495.94,178
547,3,161.25,62
450,1,53.98,0
420,1,33.75,0
9,9,2824.5600000000004,35
419,1,187.67000000000002,0
120,3,497.28,165
4,2,224.97,48
252,4,495.1,120
28,1,191.03999999999996,0
659,1,33.75,0
1,24,7750.849999999999,30
267,4,1042.1,103
33,13,3598.92,50
690,1,242.39999999999998,0
624,1,32.55,0
18,1,268.5,0
172,2,656.8799999999999,0
2,4,1445.8400000000001,27
476,2,116.72,102
265,1,211.5,0
140,6,3633.38,73
201,1,113.25,0
64,4,991.66,13
35,4,895.0999999999998,12
41,9,3755.96,42
284,2,253.38,152
417,1,860.43,0
557,2,414.45,64
9,12,3312.87,60
143,4,789.7400000000001,145
12,5,734.81,108
556,5,649.5200000000001,12
146,11,2285.13,53
234,5,586.7,71
540,1,293.79,0
33,31,10037.07,22
24,2,689.95,262
12,1,467.4800000000001,0
36,11,4147.33,54
365,4,884.7399999999999,52
201,3,310.85,66
15,1,412.25,0
390,1,304.91,0
17,15,7904.51,44
380,2,544.6,32
213,3,192.55,63
66,5,1687.69,73
554,1,125.3,0
212,10,1502.6000000000001,46
283,1,157.4,0
115,4,1520.6000000000001,108
421,1,308.78,0
435,2,1627.4000000000003,0
15,8,1130.7099999999998,28
19,41,11941.65,17
66,1,200.18,0
49,1,137.33,0
458,2,203.37,80
619,1,138.26999999999998,0
16,4,745.7600000000001,42
78,1,22.619999999999997,0
19,4,1056.0400000000002,54
134,1,190.79000000000002,0
13,9,2314.46,75
40,3,264.71,136
235,3,821.88,32
3,18,6231.9710000000005,40
461,11,1295.65,24
40,9,3892.9300000000003,46
305,1,14.850000000000001,0
51,9,2816.95,67
10,17,5830.280000000001,42
61,4,514.41,46
66,6,2816.24,80
25,1,205.25,0
218,7,718.2800000000001,74
631,2,15.0,0
443,1,112.95,0
65,2,557.95,6
32,2,917.8700000000001,22
88,8,4167.650000000001,48
667,1,350.88000000000005,0
64,3,788.16,206
116,34,12601.49,18
7,46,11412.18,15
613,1,305.70000000000005,0
604,3,784.0299999999999,29
418,1,269.08000000000004,0
6,2,368.80000000000007,201
69,6,1189.7400000000002,97
245,2,118.29,193
133,1,221.76,0
241,7,1378.11,46
431,1,297.45,0
463,2,108.33000000000001,34
184,3,462.0799999999999,58
25,3,322.41,93
10,4,2728.390000000001,105
11,1,217.76,0
468,2,804.08,102
33,16,4598.7,43
46,5,7963.91,98
26,3,895.06,11
509,1,202.32999999999998,0
358,6,1817.45,44
10,1,207.27,0
44,5,3463.79,119
400,2,925.95,109
15,8,1186.29,90
736,2,639.9000000000001,0
150,8,1929.9200000000003,67
1,17,4794.33,36
113,6,684.12,94
493,3,1505.34,62
76,4,1377.6599999999999,85
107,7,1122.87,73
46,3,1050.35,21
143,1,7.5,0
51,4,1711.16,156
1,13,3809.93,15
23,30,9667.259999999998,23
46,3,743.0400000000001,76
50,5,1673.5900000000001,123
306,21,16197.630000000001,20
36,7,855.9100000000001,71
79,8,2931.09,74
22,7,3321.6700000000005,52
107,12,2880.5,51
208,2,1123.81,15
17,6,2179.53,97
64,5,1366.71,39
542,2,115.80000000000001,0
421,3,2652.4500000000003,40
588,1,182.08999999999997,0
49,10,3843.06,58
320,1,150.73,0
44,2,531.86,8
3,6,1715.56,121
372,3,3638.5000000000005,119
453,2,868.3499999999999,39
172,1,268.59000000000003,0
56,4,2382.37,127
73,28,3264.1400000000003,22
375,1,1040.5700000000002,0
99,2,597.6199999999998,20
38,1,564.5,0
58,3,618.5799999999999,88
254,1,836.4900000000001,0
738,1,80.4,0
70,7,3332.7000000000003,50
44,4,892.09,71
50,1,102.47,0
65,2,750.11,210
11,34,10149.21,20
33,3,1041.3799999999999,38
59,2,345.76,56
73,9,2098.73,73
393,2,493.3,67
304,1,103.20000000000002,0
46,1,123.84,0
18,11,4212.09,60
385,1,107.01000000000002,0
38,5,723.01,120
622,1,128.54,0
19,6,928.27,117
527,1,109.73,0
187,3,201.56,113
52,1,110.80000000000001,0
4,21,4821.719999999999,34
137,6,1007.9600000000002,56
4,52,26371.190000000002,14
19,2,475.38,205
16,13,3303.0000000000005,54
432,1,379.16,0
41,17,2202.23,40
12,12,4086.2,55
8,13,2324.46,54
26,5,335.09999999999997,139
22,7,919.0800000000002,51
41,5,1983.13,132
101,1,191.49,0
5,31,8460.18,23
583,1,94.53,0
277,3,300.59000000000003,116
33,4,753.6600000000001,103
437,1,29.2,0
15,4,700.9000000000001,133
500,4,45.9,0
64,21,8134.47,30
646,1,108.52,0
409,2,520.14,19
2,2,447.52,8
562,2,323.62999999999994,85
404,4,959.09,79
369,1,314.68,0
